,x,y,z,lat,lon,acc,MagX,MagY,MagZ,accMagnitude,magMagnitude,correctedModeOfTransport
177,3.303560705,2.1080327175,-0.08573135,50.926381846,0.051086856,6.0,-15.7024241825,-7.35195392,-8.253343834999999,3.919778709830869,19.20247473915007,7
178,6.10829931,-1.5851954875,4.1055822625000005,50.827149431,-0.135184896,6.0,-26.21271502,18.87158775,-11.659269595,7.528610157810767,34.33921694527374,15
179,1.40326537,1.6604857675,5.3377438925,50.961627857,0.740585262,6.0,14.1737203525,-0.1162936774999999,-20.173750285,5.763495167399062,24.65538629613896,9
182,-0.34132114,0.1022450974999999,-2.9520514450000004,50.836515977,-0.152897584,6.0,-1.935787955,-0.5596414875,14.6499811525,2.973476402210092,14.787914706606188,7
184,-0.6788130275,6.5587126875,2.5508178775,50.826145377,-0.12018975,6.0,2.1814487175,-31.03086509,-8.623537882499999,7.069948450140976,32.28062441080989,7
187,-1.98550376,4.4764475825,0.771329155,50.911987683,-0.097227877,8.0,-0.2818836325000001,-4.7105500225000005,-5.116188715,4.957394154714475,6.960181525236213,9
189,-6.1212521925,2.6120339275,-0.5316031874999999,51.547131381,-0.056462914,3.0,32.765751432500004,-7.69095921,8.2556168025,6.6764550168152335,34.654011734516104,0
191,2.016791495,-0.753992445,5.0646354425,50.951662878,0.730337214,6.0,14.92858225,5.5304716725,-15.6829385675,5.503315792033797,22.347331989016475,9
194,4.9014676175,-5.681856335,-2.040211945,50.828969596,-0.133684113,16.0,-19.0738879425,21.7306569025,18.095280667500003,7.776267806441689,34.10973223425856,7
198,-2.498644395,4.88795789,-1.12995008,51.376060738,-0.093223702,24.0,26.5745811925,-25.9653352825,9.159271165,5.604653720826129,38.26616325376003,10
201,2.0206768075,-2.2562605725,0.448811095,50.84402598,-0.130763705,4.0,-1.8637339275,11.9285337175,-9.32403627,3.061907563983851,15.254542705906475,0
205,1.07445732,3.8166354275,2.9661086275,50.8274911525,-0.1243811735,8.0,-13.409379875,-25.0678406975,-17.184755307499998,4.9516628428316505,33.219330529767475,15
207,-2.9210846775,-3.8178370475,0.1580073875,50.870605149,0.01192401,16.0,11.781076795,18.7837113325,-13.9649545425,4.809738220412144,26.203845848395382,0
209,-2.813326015,-0.2247812175,1.305337875,51.071831473,0.695929404,8.0,3.83519442,0.359297485,-13.777069125,3.109539649260977,14.305434093272204,9
212,6.3973873025,-1.2952171925,3.4665772675,50.831708531,-0.131296711,6.0,-29.9885619375,9.8784269075,-3.64010023,7.390623101300971,31.78281760528068,15
214,-2.33037767,0.83299526,6.0804668875,50.996595085,0.878239624,6.0,13.846130945,23.9948263125,-5.334324957500001,6.564801501797373,28.212090575945204,9
216,3.0229791125000003,-0.3992127275,1.3924347925,50.831685062,-0.134029252,8.0,-13.16846444,1.0634477675,-16.71254747,3.3521110017082965,21.303723144059788,15
218,-0.4385091675,1.9398380275,5.2812818325,51.148556769,0.870742937,32.0,4.13685607,-6.6232090175,-21.4614351175,5.643332318516356,22.837987501880534,0
221,2.244522855,-2.1608858425,0.4335569174999999,50.88225935,0.018086377,8.0,-7.6972879775,6.084611505000001,6.1335843525,3.1456767271362116,11.571153632398858,7
225,2.584240765,1.88526076,-0.2077268599999999,50.890037244,0.051879717,8.0,3.1610987475,6.862629405,-11.4703069,3.205566862982119,13.73521634420093,9
235,4.62518464,1.3780238500000002,2.7051724925,50.8245776595,-0.1379040075,16.0,-26.40981204,4.5792517825,-16.103376812500002,5.532561874885758,31.2692574846449,0
236,-0.9132459175,2.612841715,-3.71292657,50.8382406325,-0.190646929,5.0,37.0320629175,-3.3149135125,1.0277282124999998,4.631067225563296,37.19433506328352,9
240,-7.3337169875,2.9873449025000003,0.18645606,50.873813283,0.013942046,16.0,24.3139414125,-8.6361209,4.1406917425,7.921010054377505,26.132272371845257,7
241,-0.3797547299999999,2.1114640225,-0.8633320999999999,50.791515059,-0.002245014,16.0,-0.8778996475,-8.21545356,4.8149169625,2.3125389268420244,9.562834848692491,0
243,1.68347329,0.7194844825,-1.4658432225000002,50.81994144,-0.135439675,4.0,-7.642140315000001,-18.09827463,7.6404751825,2.345300959717303,21.079058664737577,15
246,-2.325181455,0.8442674175,1.169083285,50.818818546,-0.330044847,4.0,61.125309745,-2.0513399875,-21.299103335,2.7360577475986188,64.76236013334842,9
248,-7.695987625,-1.6352116275,-2.0753213225,50.852948312,0.541774899,12.0,38.2680002675,4.788360175,-10.41303772,8.136897515791107,39.947460397340016,10
255,-0.080204215,-0.8380336275000001,-1.1363319,50.817207538,-0.106756833,3.0,3.781173672500001,-7.598055642499999,3.3663688875,1.4142076452495176,9.130178715384558,15
256,2.5813954325,0.9614011275,-0.7939560975000001,50.872948922,-0.002326502,16.0,-43.6483357075,-53.625489345,8.326000445,2.8667509120339636,69.64332416632242,7
257,-7.5603189075,2.35276452,-0.133729135,50.853101892,0.5704555,4.0,34.46307173,14.767166235,82.64656199,7.919078630195603,90.75365954299673,1
258,-4.030470777500001,-1.8693479675,2.11841957,50.870679074,0.011934503,16.0,16.8932300325,8.4632017725,-21.3992279875,4.9220786245687735,28.547048247305895,0
259,-2.3592250425,0.6705952125,1.3528602275,50.812190221,-0.36747157,8.0,54.0632811475,-13.66427544,-18.5826639925,2.8010482922181827,58.77810980962192,9
261,-2.5806583575000004,1.8725321175,0.27979326,50.830427571,-0.137428644,4.0,15.1776419425,-9.80276268,-4.5261178825,3.2006965425583633,18.626344627473802,7
264,1.0042830425,0.5346851625,-1.4287531075000002,50.806433531,0.005855939,16.0,-5.8050340175,-19.8138089625,14.862754395,1.8264194739001267,25.43986858757076,15
266,4.20824017,-3.5615691650000003,-3.30854925,50.830722302,-0.1362976703333333,5.333333333333333,-27.5729654375,14.37051732,11.614606085,6.4296623850056065,33.191554130105274,7
271,-6.4385924825,2.682914225,-1.7951979299999998,50.857995069,0.574831523,16.0,21.136677815,11.26269555,1.5807491725,7.202516053594684,24.002212982420232,10
272,-2.527911105,4.3814337425000005,-1.152082675,51.487358878,-0.096504278,16.0,65.9511428575,-45.12488933,-11.0783590775,5.18792739778951,80.6755162431896,10
273,1.978011375,2.280801185,0.3872784075,50.883550297,0.021904606,16.0,-4.5539138175,-14.6666659375,10.0218256025,3.043775223311099,18.338108113607703,7
275,3.6201152025,-3.4728689925,0.5115956625,50.83191090311856,-0.133675444167853,16.0,-26.0368678625,4.004425695,-2.128799025,5.042596874659761,26.428880008901295,15
277,1.877048045,0.0716777375,-1.1781720299999998,50.812437139,-0.092120739,18.0,-9.57219685,-18.7604052925,9.45520165,2.2173264066361003,23.0863725499736,15
279,-2.762703895,-0.7535165075000001,0.4935199975,51.320682006,-0.134310238,6.0,-34.83536401,-16.3429982825,-10.362149295,2.905835839557281,39.849345246601864,10
285,-2.19910616,0.81648349,1.1080625575,50.811361,-0.36755618,6.0,54.0761010375,-12.303755665,-18.0110413275,2.5943237700267803,58.30955939280318,9
287,1.490273095,4.2244579625,-0.0913603225,50.8298233,-0.140299701,4.0,0.131582335,-13.1247587625,1.8685118175,4.480547475826792,13.257750295462715,7
288,-2.271031665,2.3443788425,1.4928961875,51.465736168,-0.102082862,12.0,26.739351245,-23.31389153,-22.000727765,3.5892110563808237,41.74401113292458,10
289,1.8752407925,2.3192714375,-0.376831155,50.897925692,-0.162055644,6.0,-1.7406853575,0.0324541225,-5.6173663525,3.006251777552569,5.880973008106848,9
295,2.5951877825,-0.2733303924999999,-2.6935339075,50.843916046,-0.131903151,8.0,6.7692109975,-5.9415986875,10.0226733325,3.7503111925217207,13.475117558744463,7
296,1.783943525,0.6912517975,0.9449437375,50.832004515,-0.148465656,8.0,-8.623732195,-12.19106866,-8.030399577499999,2.1338233795178256,16.955182966226754,7
298,0.3045769925,-1.81593563,0.10913312,50.823867344,-0.144936709,4.0,-7.656213252500001,0.1354379100000001,-2.0323922425000003,1.844532296964403,7.922535138615416,15
301,1.0364332925,-4.0214968675,0.7646233725,50.86114444,-0.095227708,4.0,4.8874528825,32.949052200000004,-0.6756236700000001,4.2227100216434446,33.31641793321195,1
302,2.16759604,-2.594863135,0.7176069774999999,50.931288833500005,0.052125643,7.0,-15.1656311375,16.6312280725,1.583946825,3.456406668226758,22.563310983600104,7
303,-7.0190224925,2.89263187,0.0815179675,50.870325412,0.011833682,8.0,27.81538354,-7.7604691875,1.531327955,7.5921433775045335,28.918253902910603,0
304,2.154643005,1.6875206075,1.251440885,50.848290109,-0.132941413,6.0,-2.3763835,-11.82248172,-3.995945575,3.0093714573615173,12.7037732031538,15
312,-3.22991331,2.1676497475,6.17308939,51.535101626,0.034252264,8.0,8.438580892500001,-11.4240626675,-0.9524424075,7.296442834346237,14.234676035998772,12
313,-1.056921275,2.60310886,0.43283282,50.835333172,-0.151491975,8.0,20.730588575,-9.43915267,-9.0994546475,2.842640070186037,24.528656316141696,15
316,-0.2696838175,1.9814655975,-1.59457863,50.83820473,-0.1237280779999999,11.0,2.91508384,-10.785441189999998,-11.846029967500002,2.557658359271246,16.28348492946414,15
317,2.1011163375,1.1526925825,-2.5000152775,50.845566004,-0.13223944,8.0,-4.569665755,-11.743875780000002,-0.0820325950000001,3.4631584487564724,12.601872590814937,7
321,1.5865062075,2.4649280925,0.3871710175,50.878332368,0.009917575,16.0,-16.5228669275,-1.1945789175,-10.531990905,2.9568181960383884,19.63046058341504,7
325,2.08641007,2.3858906175000003,0.5093625500000001,50.884869965,0.025685824,8.0,-12.2166897025,-2.0890064775,-15.722413965,3.2101450475351485,20.02013377170676,7
326,3.117756465,-4.35058449,1.0777496975,50.837228964,-0.125526718,6.0,-21.338936925,22.6531334025,-19.2215732575,5.459810911573697,36.57845760190045,7
327,-6.154027595,4.550356025,-0.45004875,50.873874646,0.013784303,16.0,33.32110392,-18.50271236,-11.980311505,7.666833731838186,39.952148814315,7
329,-0.7690306175,2.4506959775,6.8219753625,50.987898849,0.905014888,6.0,55.8813968125,-18.12711538,-11.895795255,7.28949015441712,59.94024329667672,9
330,6.80627751,-4.791737524999999,2.08900704,50.820951706,-0.134885451,12.0,-29.399952157500003,14.5793819,-27.96853643,8.581964370981419,43.11791499464665,7
331,-7.375619104999999,2.6034535075000003,0.1119596075,50.850420823,0.542877526,4.0,25.6339705,20.366709355,54.517326965,7.822420488663761,63.592784440961786,1
332,-3.5453751475,1.176921345,1.5620808825,51.57592085,0.089934864,8.0,36.8421455075,-15.979438255,-9.277246355,4.049064765140122,41.21593663223633,12
336,6.2124560275,0.9662871625,1.2933077775,50.830771089,-0.135680883,16.0,18.613396335,-11.985783095,0.2735583374999999,6.418797845498437,22.14028802179852,15
337,-2.1786675125,0.95826796,0.9433094875,50.815809062,-0.339771519,4.0,60.38935951249999,-3.575930715,-19.6076607875,2.5602153039135227,63.5934146304955,9
342,1.543545965,-1.8055230725,2.089377105,50.840698038,-0.121302047,6.0,-5.951101995,4.8247920775,-13.6464124075,3.16353353045227,15.649881952959571,7
344,0.6452931099999999,-6.630095720000001,0.6904069075,50.84083803,-0.121674362,8.0,4.887391539999999,32.95539552,-38.9774157125,6.697106401431855,51.275565580205374,1
349,-8.326010045,1.3291141725,0.701266535,50.798617623,0.278599199,4.0,36.4287068475,-2.895700355,-0.522378065,8.460541501942542,36.54734794714705,10
350,-3.37094331,2.7112424425,2.28595296,50.830195115,-0.140070023,16.0,21.9615385325,-10.5439253825,-8.46387412,4.89281874961457,25.789934127589696,7
359,3.61291038,0.2537215324999999,-3.032012895,50.846152254,-0.132590458,4.0,-4.9271644975,-7.3872235625,1.2232347,4.723409597463698,8.963499599992389,7
362,4.8679619375,-6.61176868,-1.85517593,50.831690342,-0.126727475,4.0,-8.75688002,27.608958395,5.681021845,8.417494653044281,29.516292798129022,7
363,1.4737575774999998,2.43258302,7.97625271,51.082871774,0.756801701,16.0,-22.230935255,-15.6809165175,-23.8073405575,8.468177421394365,36.151003991059376,0
366,-4.831714545,-2.7002227700000003,2.1325779225,50.870738118,0.011891767,16.0,14.928405595,11.940112932500002,-14.150930625,5.931657192347299,23.783869071352626,0
367,0.732442825,-0.9596375975,-0.320020525,50.881641428,0.011120574,16.0,3.6129450225,-0.339244665,11.9150623675,1.248915508291425,12.455407255475558,7
369,6.9105175675,-5.59403359,0.610029985,50.824517898,-0.13971717,8.0,-34.09110313,29.0535963925,-7.6997615625,8.911823687628337,45.44888451962201,7
372,1.1917255075,0.1408313449999999,-1.217110105,50.803423981,-0.056465292,4.0,-8.0341993475,-17.8961361275,7.6967897975,1.7092103909857768,21.072745920650213,15
379,1.487949765,2.5202636375,-0.9637277625,50.828776122,-0.150379971,6.0,5.281120570000001,-12.08787241,-4.6703179,3.081313762972142,13.993525758806346,9
381,4.7840394425,2.39372192,0.98250217,50.826469612,-0.141969644,16.0,-17.370142395000002,-17.590029065,-3.510090935,5.438956566450858,24.969014952578533,15
384,3.0478078925,1.2133598275000002,-0.6866530975,50.84471073,-0.132225604,4.0,-3.5079742175,-7.947331435,-3.5218253925,3.3515470303849932,9.373858018107681,7
386,1.8435985925,-1.8788961775,0.6718464749999999,50.8440166755,-0.1307192385,3.5,1.9358140225,10.6242592775,-9.2497967575,2.7167046770052163,14.219036577078983,0
391,-1.6861101225,1.2588163175,6.152854395,51.14897048,0.870901069,24.0,7.801297075,-0.767047575,-24.71645864,6.50270736481906,25.929749820188153,0
393,-2.6769515025,2.7783685525,1.3549652325,50.825589455,-0.120822726,4.0,15.237176495000002,-12.4963823475,-5.3576085475,4.089172525284514,20.421436988197847,7
394,1.9187706625,-1.661784165,0.1052744925,50.934841196,0.051689714,4.0,-14.690947345,13.142982325,0.1576959974999998,2.5405295088005904,19.712604757272754,7
395,-0.8577596,2.4921964275,6.676221819999999,50.986613252,0.911967287,8.0,55.71769547,-14.91118989,-3.574430805,7.177655073523667,57.789114269064804,9
398,5.22067307,-6.091118665,-1.8889530625,50.830957804,-0.133623688,3.0,-14.495477827499998,18.539837365,-2.9594031025,8.241680506259797,23.719243531176975,7
399,0.6710424375000001,1.8826396475,2.4516547825,50.83763871,-0.124968978,6.0,3.1029618,-1.12478806,0.3778394650000001,3.1631062530082654,3.3220901212172573,15
400,-7.935965715,1.177852255,1.78737583,50.823568592,0.209352799,16.0,24.085560075,19.786634285,-16.98758211,8.219586371705832,35.49933867551287,10
401,1.7326697575,-0.2793481025,-0.1647488975,50.845184382,-0.117421734,12.0,-9.45808448,-5.00656932,-0.84249844,1.7627597823166166,10.734565757783804,7
403,-0.3997277525,1.6851529575000002,2.975190875,50.791549036,-0.002244585,6.0,-19.89549663,-5.4695420425,-20.9854093125,3.442569317961944,29.4301559683631,0
404,-3.1906318525,1.79228933,-2.286213865,50.827089398,-0.119176731,4.0,14.61043085,-0.9620791425,24.700933715,4.314997855982974,28.7145679454156,15
408,3.2411275675,-3.83050339,-0.71265259,50.826950122,-0.120276471,6.0,-21.7479493475,15.2843683525,1.6185398875,5.068090157410745,26.6309010009755,7
413,4.1821466325,1.2768544775,0.1667672275,50.9258515625,0.0503295329999999,4.0,-15.79156359,-7.715918025,-14.279079255,4.375902092210351,22.645109316497127,7
416,-6.3652822925,1.3175102025,3.6385191525,50.8503398135,0.5402873085,6.0,28.3046923775,2.7347029875,-20.92260525,7.449259924315633,35.3042436749759,0
417,-1.7683027175,-1.3238529275,-2.3011189625,50.836870459,-0.12482335,8.0,15.185404362500002,-2.870931255,17.1550633775,3.1897695142353593,23.089715273463458,1
421,0.290439455,1.508586105,0.0906016174999999,50.831477107,-0.140611552,4.0,10.9129820875,-19.5754828625,5.5196713325,1.538959312754364,23.08158311210367,1
423,-6.591928855,3.2606781225,-1.53286668,50.858125133,0.57655553,6.0,15.5295798175,-9.579358575,5.116132685,7.512338391378942,18.95011276132822,0
425,1.82374566,1.56096447,3.5888690475,51.648303075,-0.190543731,6.0,18.2736736825,18.6146893425,22.3054085575,4.317712281877379,34.32149559808358,12
428,3.0518869575000003,-3.751846975,-0.7812065925,50.826408614,-0.12132131,4.0,-18.37234777,22.476056747500003,12.37579616,4.899046179139437,31.557512894595085,7
434,-2.09488536,2.0901551375,0.7992844825000001,51.532129192,0.021929977,12.0,16.4231194925,-13.0025993525,-22.5176979575,3.065313826401021,30.754400743499566,12
435,6.4090279925,-1.135680515,3.7397022125,50.831529886,-0.134232975,6.0,-26.423506275,18.7569284525,-8.7689806825,7.5067158384327195,33.569615294894675,15
438,-0.0138737575,-0.4288792175,-1.0428052575,50.82351569,-0.142234907,16.0,3.07469679,-3.2815736075,3.4124468975,1.1276403103029895,5.64511111672164,15
439,0.93374339,3.74084618,1.08696279,51.119775843,-0.160780791,16.0,-7.094735445,-17.509111745,-3.2171917275,4.005907508621968,19.163887594768727,10
441,-5.927480419999999,-0.9811079475,3.707683975,50.850328219,0.540240721,6.0,27.9720806775,17.53968612,-20.71419896,7.060064970848557,38.976350844725765,0
442,3.9431979275,0.8942100449999999,-0.3615743399999999,50.8019075655,-0.054625333,3.0,-10.3793620375,1.9859760375,-15.037458515,4.059452857635574,18.379347532417096,0
445,0.86890627,4.3148433675,-0.7591521274999999,50.881034735,-0.212528674,6.0,-0.3962234625,-15.8970205175,3.6866224575,4.466450866716416,16.32370789711072,15
449,1.7738523075,2.0422411925,0.4233213924999999,50.875433009,0.01340031,12.0,-13.966276515,-5.6687518225,-3.555284635,2.7379740865309583,15.486499790282009,7
453,-0.2016549375,0.222156075,-5.978263832500001,50.8373781355,-0.1364424485,7.0,18.75463434,16.089020955000002,33.604857682500004,5.985787875163563,41.71186119533167,1
456,-2.2115876175,2.4421076325,-0.0076275174999999,50.87312834,0.010437355,6.0,-0.2228461075,1.2063922375000002,24.69588137,3.294702969558454,24.726334124965657,7
462,-1.278885635,2.6954776175,-0.200612685,50.836599725,-0.147030946,4.0,-46.73412886,54.3525743625,3.921719645,2.990216297065438,71.78900351104029,10
